AreaCode,StoreName,StoreID
710006,KANU PAN GHAR,S00477777
710006,GANGA PAN GHAR,S00477784
710006,GOBINDO BHANDER,S00477788
710006,USHA BHANDER,S00477798
710006,SARKAR STORE,S00477801
710006,BIKASH STORES,S00477802
710006,LAL BHANDAR,S00477804
710006,BIJAY PAN GHAR,S00477815
710006,DAM ELECTRIC,S00477819
710006,MUSKAN PAN GHAR,S00477821
710006,SHUBHAM GENERAL STORE,S00477825
710006,RAJU STORE,S00477829
710006,HARIMADHAB STORE,S00477830
710006,DUJA PRASAD PAN GHAR,S00477833
710006,MAA DURGA STORE,S00477836
710006,MANOHAR,S00477861
710006,SARKAR STORES,S00478059
710006,BABU STORES,S00478070
710006,DAILY NEED,S00478170
710006,MAMA PAN GHARS,S00478176
710006,Uttam Store 2,S00478199
710006,Nandi Medico,S00478211
710006,FRESH TESTY FOOD,S00478220
710006,Das StoreS,S00478235
710006,ANIL STORES,S00478254
710006,Kanchan Pan Ghar,S00478256
710006,NARAYAN BHANDARS,S00478280
710006,Ajay Pan GharS,S00478291
710006,RAMESHTH DEPARTMENTAL STORE,S00478306
710006,Gopal BhandarS,S00478329
700029,RATHER P S,S00040293
700029,BISMILLAH RESTRA ,S00040296
700029,BHAT ENTERPRISES,S00040299
700029,SOFI P S,S00040301
700029,IMTIYAZ PROV STORE,S00040306
700029,UNCLE G HOME STORE,S00040307
700029,ROUNGA P S,S00040310
700029,GULZAR GEN STORE,S00040311
700029,MEHRAAJ PRO STORE,S00040312
700029,BHAT KIRYANA,S00040313
700029,WAGAY G S,S00040315
700029,DILSHAN MART,S00040319
700029,SALMAN ENTEPRISES,S00040322
700029,TARIQ P S,S00040325
700029,NOORA HOSPITAL CANTEEN,S00040327
700029,WANI  PRO ,S00040328
700029,ALINA PRO  STORE,S00040330
710006,PESKAR PAN GHAR,S00476475
710006,PAN GHAR,S00476493
710006,CITY STORE,S00476496
710006,GOPAL PAN GHAR,S00476498
710006,BIREN PAUL,S00476499
710006,BIJAY PAUL,S00476500
710006,MAHANANDA STORE,S00476510
710006,SUNDARAM,S00476578
710006,SUNNY STATIONARY,S00476579
710006,A  Choudhary,S00476584
710006,Ganga devi store,S00476587
710006,RADHARAMAN STORE,S00476588
710006,Saha storeS,S00476593
710006,G N  Brothers,S00476618
710006,Saha pan gharS,S00476647
710006,Saha storeS,S00476649
710006,poja bhandar,S00476650
710006,Molobika stores,S00476652
710006,Ashem bhandar,S00476667
710006,maa tara pan ghar,S00476680
710006,loknath stores,S00476682
710006,r s bandar,S00476684
710006,PRITAM STORES,S00476688
710006,DURGA BHANDARS,S00476720
710006,GANESH BHANDARS,S00476723
710006,BHAGWATI G STORE,S00476724
710006,NAVDURGA BHANDAR,S00476730
710006,RAMBHAJAN PAN GHAR,S00476732
710006,HIMALAYAN P C O,S00476733
710006,ANURAG STORE,S00476734
710006,MANOJ STORE,S00476752
710006,MOHAN SAHA,S00476761
710006,DEBNATH STORES,S00476767
710006,NEW LAXMI STORE,S00476769
710006,GHOSH HOTEL,S00476784
710006,LALIT BHANDAR,S00476785
710006,PAWAN GUPTA STORE,S00476794
710006,KUMAR STORE,S00476801
710006,BASANTI STORES,S00476803
710006,JOY BHANDAR,S00476804
710006,PROVX STORE,S00476805
710006,SABITI BHANDAR,S00476806
710006,JAIGURU STORE,S00476807
710006,SUSMITA STORE,S00476809
710006,NUPUR ENTERPRISE,S00476812
710006,PODDAR STORE,S00728934
710006,Gita Variety,S00729156
710006,Tapan StoreS,S00729159
710006,Maa Laxmi Pan Ghar,S00729165
710006,Shanti Variety,S00729171
710006,LAXMI STORE,S00729172
710006,Himalayan Caterer,S00729176
710006,Maa Communication,S00729177
710006,Bijay Prosad,S00729182
710006,HARANDAR BHANDARS,S00733060
710006,MITRA STORES,S00733072
710006,SATALITE LINK,S00733080
710006,JAY KALI STORE,S00733083
710006,MANTHAN,S00733096
710006,LAXMI BHANDAR,S00733101
710006,POPULAR STORES,S00733116
710006,Bikash StoreS,S00690197
710006,Binay Store,S00690208
710006,APPA HOTEL,S00690209
710006,Sumon Store,S00690216
710006,MAA BHABANI STORES 2,S00690221
710006,Bittu Pan Ghar,S00690222
710006,Gitangali Enterprises,S00690225
710006,New Dam Bhander,S00690226
710006,Saha Trading,S00690228
710006,Nevedita Store,S00690235
710006,Maa Durga storeS,S00690244
710006,Laxman Store,S00690248
710006,Moduhmita Store,S00690281
710006,BRISTI VAREITY STORE,S00690287
710006,Paul Store,S00690288
710006,Zeals shop,S00690289
710006,SAMBHU PAN GHAR,S00690290
710006,Saha Virity Store,S00690295
710006,Monmon Store,S00690307
710006,Bubun Pan Ghar,S00690314
710006,Sayan Pan Ghar,S00690315
710006,MAA LAXMI BHANDERS,S00690317
710006,ROY ENTERPRISE,S00690318
710006,ROY STORE,S00690320
710006,NIPEN PAN GHAR,S00690322
710006,Maya Bhander,S00690327
710006,Narayan BhanderS,S00690329
710006,Bhawal Store,S00690376
710006,Mira Enterprise,S00690384
710006,Destiny General Store,S00690395
710006,SIBAJI STORE,S00690413
710006,Kanunamaya pan Ghar,S00690415
710006,Kalpana Store,S00690417
710006,Ankita Store,S00690419
710006,Dipankar Hotel,S00690420
700029,Jewel Pan House,S00833854
700029,Rouf Gen. Store,S00833856
700029,Khan Prov. Store,S00833877
700029,Al-Ajwa Gen.Store,S00833878
700029,PASSPORT OFFICE CANTEEN,S00839482
700029,"A.A ENTP,",S00839486
700029,"AB AHAD GEN. STORE,-1",S00839492
700029,AB AZIZ PROV. STORE 2,S00839499
700029,"AB GANI PROV. STORE,-1",S00839501
700029,AB GANI PROV. STORE3,S00839503
700029,Hilal Pro. Store 2.,S00839514
700029,AB KHALIQ PROV. STORE..1,S00839516
700029,BASHIR MILK SHOP,S00839526
700029,BLUE MOON,S00839532
700029,"AB REHMAN,-1",S00839537
700029,ABDUL AHAD1,S00839540
700029,ABDUL RASHID PROV STORE1,S00839544
700029,ADIL PROV.STORE..3,S00839553
700029,MUZAFAR DEPT. STORE,S00839570
700029,ALTAF  PROV. STORE(1),S00839589
700029,QASIM PROV. STORE,S00839596
700029,ARSHID PROV. STORE2,S00839604
700029,"ASHRAF  PROV. STORE,-1",S00839613
700029,BABA ENT2,S00839767
700029,ABDUL RASID FRUIT SHOP,S00839777
700029,BABLOO SOFTY..2,S00839783
700029,GOUSIA GEN STORE,S00839787
700029,ARYIAN TOUR TRAVELS,S00839790
700029,"BASHIR  PROV. STORE,-27",S00839793
700029,"BASHIR  PROV. STORE,-28",S00839794
700029,BASHIR BAKERY..2,S00839812
700029,KHATOO PROV. STORE,S00839827
700029,"BHAT  PROV. STORE,-32",S00839860
700029,BHAT  PROV. STORE..36,S00839864
700029,BHAT PROV. STORE11,S00839875
700029,BHAT PROV. STORE19,S00839883
700029,RUHAIL PROV. STORE,S00839885
700029,BHAT PROV.STORE21,S00839891
700029,AYOUB PROV STORE,S00839892
700029,"BHAT TELCOM,-3",S00839902
700029,"BINDROO HEALTH CARE,-1",S00839920
700029,"BISMILLAH  PROV. STORE,-2",S00839923
700029,MIR GULZAR,S00839932
700029,NAYEEM PROV STORE,S00839951
700029,"COOL POINT,-1",S00839957
700029,"CO-OPERATIVE GEN. STORE,-1",S00839958
700029,LORDS BAKERY,S00835297
700029,"H M IBRAHIM PROV.STORE,",S00835303
700029,Muzafaar Pro. Store,S00835304
700029,"PROVISION STREAM,",S00835305
700029,"MOHAMMAD YOUSUF MALLA,",S00835306
700029,"WANI PROV.STORE,",S00835307
700029,"PARVAIZ PROV STORE,",S00835331
700029,"TIPLOO PROV STORE,",S00835334
700029,"SHAH GEN.STORE,",S00835336
700029,"SAYANA,",S00835339
700029,"ABDUL HAMID PROV.STORE,",S00835340
700029,"MUSHARAF PROV.STORE,",S00835342
700029,"FAROOQ PROV.STORE,",S00835343
700029,"MAQBOOL PROV.STORE,",S00835345
700029,"ARIF PROV.STORE,",S00835346
700029,"QAZI PROV.STORE,",S00835347
700029,"SHAHEEN PROV.STORE,",S00835348
700029,"MANZOOR PROV.STORE,",S00835349
700029,"KEEPS  PROV.STORE,",S00835350
700029,"A.R.S PROV.STORE,",S00835352
700029,"BILAL PROV. STORE,",S00835356
700029,"MALIK GEN STORE,",S00835358
700029,"RESHI PROV. STORE,",S00835361
700029,"SHOWKAT AH BABA,",S00835364
700029,"JAVAID PROV.STORE,",S00835366
700029,"GULAM NABI,",S00835369
700029,"BILAL PROV.STORE,",S00835371
700029,SHIEKH GENERAL STORE,S00846940
700029,ALTAAF PROVISION STORE,S00846941
700029,GULAM MOHUDIN,S00846943
700029,PAMPOSH BAKERY,S00846944
700029,BASHIR AHMED SHAH,S00846946
700029,IMTAYAZ PROVISION STORE,S00846949
700029,SOFI PROVISION STORE,S00846955
700029,ALTAAF PROVISION STORE-2,S00846956
700029,MIR & SONS,S00846960
700029,MOHD. ASHRAF PROV. STORE,S00846966
700029,SAMTEL PROV. STORE,S00846970
700029,JAAN TEA STALL,S00846971
700029,Abdul Aziz,S00846974
700029,RAH SONS,S00846975
700029,YATTO-2,S00846978
700029,SHOWKET FRUIT SHOP,S00835375
700029,"NAZIR FRUIT SHOP,",S00835376
700029,"NOOR BAKERY,",S00835378
700029,"NAQASH PROV. STORE,",S00835379
700029,"MIR GEN. STORE,",S00835381
700029,"RIYAZ PROV. STORE,",S00835384
700029,"CAFFINE PROV STORE,",S00835386
700029,"SOFI PROV STORE,",S00835388
700029,"MIR PROV. STORE,",S00835393
700029,"SHEIKH PROV STORE,",S00835394
700029,ALI MOHAMMAD AND SONS,S00835396
700029,DAR PROV.STORE,S00835397
700029,"SHABIR PROV. STORE,",S00835398
700029,"FAMCO PROV.STORE,",S00835401
700029,"HIBBA PROV. STORE,",S00835406
700029,"SHAH COOL POINT,",S00835407
700029,"FAROOQ PROV. STORE,",S00835409
700029,"KAWA PROV. STORE,",S00835411
700029,RIIYAZ PS,S00846982
700029,KHAN RESTAURENT,S00846983
700029,AXE GEN. STORE,S00846989
700029,OWAIS PROV. STORE,S00846990
700029,WANI ENTERPRISES (ELAHI),S00846995
700029,SAJID PROV. STORE,S00846997
700029,MUSA PROV. STORE,S00847000
700029,IMTAYAZ PROV. STORE,S00847002
700029,SALIM PROV. STORE,S00847011
700029,Lone Family,S00847013
700029,Minto Circle Canten,S00847014
700029,MD STORE,S00847016
700029,AAFTAB PROV. STORE,S00847018
700029,ALTAF PROV. STORE,S00847021
700029,BHAT PROV. STORE (G),S00847024
700029,GREEN HILL,S00835413
700029,BHAT ENTERPRIESES,S00835416
700029,"PARVAIZ PROV STORE,",S00835417
700029,SHABIR PROV STORE,S00835421
700029,"NISAR PROV.STORE,",S00835422
700029,"ALTAF PROV.STORE,",S00835426
700029,"COOL POINT,",S00835427
700029,"SHOWKET PROV.STORE,",S00835428
700029,"LAL PURI SOFTY CORNER,",S00835429
700029,"SOFI PROV.STORE,",S00835431
700029,"BISMILLAH PROV.STORE,",S00835433
700029,"G N PROV.STORE,",S00835434
700029,"SOFI PROV.STORE,",S00835437
700029,"SHAH PROV.STORE,",S00835438
700029,"SHAH STORE,",S00835440
700029,"BILAL PROV.STORE,",S00835441
700029,LP SOFTY CORNER,S00835444
700029,"BATLOO 2ND,",S00835445
700029,Bismilah Pro.store,S00835447
700029,"KHAN PROV. STORE,",S00835448
700029,"S P TELECOM,",S00835451
700029,"BHAT COLLECTION,",S00835452
700029,"MOHAMMAD IQBAL,",S00835453
700029,"YOUNIS PROV. STORE,",S00835466
700029,"BATLOO PROV.STORE,",S00835467
700029,"QADRI AND SONS,",S00835470
700029,"ZAHID PROV.STORE,",S00835473
700029,"MEHRAJ PROV.STORE,",S00835474
700029,"GH. MOHAMMED,",S00835475
700029,Tuck Shop.,S00835477
700029,"NISAR PROV.STORE,",S00835479
700029,PROF. BASHIR AHMED,S00835480
700029,"JAVAID PROV.STORE,",S00835485
700029,"FAROOQ PROV.STORE,",S00835488
700029,"BHAT PROV.STORE,",S00835491
700029,"ABRAR PROV.STORE,",S00835493
700029,"ICE WORLD,",S00835496
700029,"DAWOOD TELECOM,",S00835498
700029,"ESHAAN MULTI STORE,",S00835508
700029,"YASIR PROV.STORE,",S00835513
700029,Aram Karyan Store,S00835514
700029,"YOUNS PROV.STORE,",S00835515
700029,"ALTAF PROV. STORE,",S00835517
700029,"KHAN PROV.STORE,",S00835518
700029,"ARFAT PROV.STORE,",S00835521
700029,"BAKER BOYS,",S00835524
700029,"SHAFAT PROV.STORE,",S00835525
700029,"KHAN GEN.STORE,",S00835527
700029,"WANI PROV.STORE,",S00835529
700029,MOHD Ramazan  PRO,S00835531
700029,"ZAHOOR TELICOM,",S00835532
700029,"DAR ENTERPERISES,",S00835537
700029,"AB. GANI PARRY,",S00835539
700029,"SAJJAD KHAN,",S00835540
700029,"RIYAZ AHMED SOFI STORE,",S00835543
700029,"MANZOOR TRADERS,",S00835544
700029,"PIOUS TELECOM,",S00835545
700029,"BASHIR PROV.STORE,",S00835547
700029,"S. FAROOQ,",S00835548
700029,"QADIR PROV.STORE,",S00835551
700029,"THANDA POINT,",S00835554
700029,"MOIN GEN.STORE,",S00835557
700029,"M.D. PROV.STORE,",S00835560
700029,"AMIR PROV.STORE,",S00835568
700029,"EXOTIC STORE,",S00835569
700029,"AYAN TRADING CO.,",S00835570
700029,"DAR BROTHERS,",S00835575
700029,"FALAK BAKERY ,",S00835576
700029,"S.R PROV. STORE,",S00835579
700029,"SIMPLE PROV. STORE,",S00835585
700029,"HANIEF SOFTY,",S00835587
700029,"WANI PRO STORE,",S00835588
700029,"NASIR P. STORE,",S00835590
700029,Allied Pro. Store.,S00835592
700029,"TANTARY PROV. STORE,",S00835593
700029,"KHAN PROV. STORE,",S00835594
700029,"SUHAIL PROV. STORE,",S00835595
700029,"NICE PROV. STORE,",S00835596
700029,"SHAH P/S,",S00835601
700029,"FAIYAZ P/S,",S00835602
700029,"KHAN PROV.STORE,",S00835606
700029,"GOUSIA PROV.STORE,",S00835607
700029,NAZIR PROV. STORE,S00835619
700029,SOFI  PROV. STORE,S00835622
700029,YATOO PROV. STORE,S00835624
700029,MIR PROV. STORE,S00835627
700029,DELIGHT PROV. STORE,S00835630
700029,"BISMIIAH PROV. STORE,",S00835632
700029,"DAR SOFTY CORNER,",S00835634
700029,"MIR PROV. STORE,",S00835635
700029,FIRDOUS MOBILE SHOP,S00840147
700029,"DILKASH  PROV. STORE,-1",S00840155
700029,"MOON LIGHT,",S00835636
700029,SULTAN BABA,S00835637
700029,TARIQ PROV. STORE,S00835638
700029,GASHA RESTAURANT,S00835640
700029,NEW GLACIER,S00835641
700029,NASEEM ICE POINT,S00835646
700029,JAN PROV. STORE,S00835647
700029,BASHIR AH WANI,S00835649
700029,"COOL POINT,",S00835650
700029,"ABDULLAH PROV.STORE,",S00835659
700029,"WANI PROV. STORE,",S00835660
700029,YOUSUF TELICOM,S00835665
700029,CHOTA BABA,S00835669
700029,DAR PROV. STORE,S00835670
700029,SULTAN PROV. STORE,S00835673
700029,MIR PROV. STORE,S00835674
700029,CAMPUS DEPT STORE,S00835676
700029,"REHMAT AALAM,",S00835682
700029,"DIMOND PAN HOUSE,-1",S00840156
700029,DREAM MERCHANT1,S00840159
700029,WASEEM PROV STORE,S00840169
700029,S R WANI PROV STORE,S00840171
700029,"FARASH COLD DRING,-1",S00840172
700029,MOHD. HUSSAIN  (NR),S00840175
700029,SHEIKH PROV STORE,S00840179
700029,FAROOQ MILK STORE1,S00840193
700029,FAROOQ PROV. STORE19,S00840201
700029,FAROOQ PROV. STORE20,S00840202
700029,FAROOQ PROV. STORE..2,S00840211
700029,"FAYAZ PROV. STORE,-2",S00840222
700029,FEEROZ PROV. STORE..2,S00840236
700029,FIRDOUS PROV. STORE..7,S00840250
700029,AYOUB PROV STORE,S00840267
700029,LATIEF PROV STORE,S00840276
700029,P.D.S PROV. STORE,S00840280
700029,"G.R.TELICOM,-1",S00840285
700029,"BHAT & SONS,",S00835683
700029,ALI MOHD,S00835684
700029,"FLY HIGH,",S00835685
700029,"RESHI GEN. STORE,",S00835691
700029,"SAMEER PROV. STORE,",S00835695
700029,"BILAL PROV. STORE,",S00835697
700029,"AHDOOS BAKERY,",S00835702
700029,"FAYAZ PROV. STORE,",S00835705
700029,"SHAAN UTILITY,",S00835706
700029,DAR  PROV. STORE,S00835707
700029,"PARVAIZ PROV. STORE,",S00835718
700029,"FRESH FRUITS,",S00835720
700029,"FAIR DEAL,",S00835721
700029,"BEIGH DEPARTMENTAL STORE,",S00835731
700029,"BEIGH STORE,",S00835739
700029,REFRESH POINT,S00835741
700029,KHAN UTILITY,S00835742
700029,SAME SAME DIFF,S00835743
700029,"GARB TRADERS,-1",S00840286
700029,"GASI ENT,-1",S00840287
700029,GAZI PROV. STORE1,S00840289
700029,GEE PEE PROV. STORE1,S00840291
700029,GENERAL PROV. STORE..2,S00840295
700029,GH HASSAN PROV. STORE..2,S00840305
700029,JIYA TEA STALL,S00840311
700029,ARSHID BUS STAND,S00840315
700029,ABDUL GANI PROV STORE,S00840324
700029,MUSHTAQ PROV. STORE,S00840328
700029,Nasir Pro. Store.,S00840335
700029,GH.RASOOL1,S00840340
700029,"GIVE & TAKE,-1",S00840344
700029,TAVERNA BAKERY,S00840362
700029,"GULAM MOHAMMAD PROV. STORE,-1",S00840370
700029,JALEENI PROV STORE,S00840375
700029,GULZAR PROV. STORE7,S00840381
700029,AYUB PROVISION STORE,S00840395
700029,HAFIZ BEAUTY CORNER..2,S00840398
700029,HAFIZ ULLAH PROV. STORE1,S00840399
700029,HAKAK PROV. STORE..2,S00840410
700029,HANGA PROV. STORE1,S00840420
700029,HILAL PROV. STORE..8,S00840433
700029,MEHRAJ P/S,S00840443
700029,IMPERE PROV. STORE..2,S00840455
700029,IMRAN PROV. STORE..1,S00840458
700029,IMRAN PROV. STORE..2,S00840459
700029,IMTAYAZ  GEN. STOREG,S00840466
700029,"JAAN  PROV. STORE,-1",S00840486
700029,JEHANGIR PROV.STORE3,S00840510
700029,"JK PROV. STORE,-1",S00840514
700029,"KHAN  PROV. STORE,-10",S00840531
700029,KHAN GEN. STOREB,S00840544
700029,KHAZIR SONS..2,S00840558
700029,"KIRMANI  PROV. STORE,-1",S00840559
700029,KITCHEN PROV. STORE..2,S00840561
700029,M.S PROV. STORE,S00835745
700029,SOFI  PROV. STORE,S00835746
700029,BABA RESHI GEN. STORE,S00835747
700029,"AFTAB PROV. STORE,",S00835748
700029,"ROYAL STORE,",S00835755
700029,BEST PROV.STORE,S00835761
700029,KHAN DRY FRUITS,S00835767
700029,JAN PROV. STORE,S00835768
700029,SHAKEEL PROV. STORE,S00835769
700029,Altaf Pro. Store.,S00835770
700029,Kownsar Pro. Store.,S00835772
700029,BILAL PROV. STORE,S00835780
700029,"MALIK PROV. STORE,",S00835793
700029,"BHAT GEN. STORE,",S00835798
700029,JAMEEL PROV STORE,S00835800
700029,"NISHAT PAN HOUSE,",S00835817
700029,"IMRAN PROV. STORE,",S00835818
700029,"GH RASOOL,",S00835819
700029,"GH HASSAN,",S00835820
700029,WANI PROV STORE,S00835824
700029,"MIR & SONS,",S00835827
700029,"BHAT PROV.STORE,",S00835829
700029,"FAST EDDIESS,",S00835833
700029,"MISRI PAN HOUSE,",S00835836
700029,"SNOW VIEW,",S00835841
700029,"MIR PROV. STORE,",S00835842
700029,TAHIR PROVISON STORE,S00835844
700029,"REHMAT PROV.STORE,",S00835858
700029,MALIK RIYAZ,S00835860
700029,"JAVID PROV. STORE,",S00835862
700029,"SIDIQ PROV. STORE,",S00835865
700029,"DAILY  NEEEDS,",S00835867
700029,"MIR PROV. STORE,",S00835871
700029,"MIR SAJAD PROV. STORE,",S00835872
700029,"MALIK PROV.STORE,",S00835874
700029,"LITTLE HUT,",S00835875
700029,"KNG.STORE,-1",S00840562
700029,LIYAKAT PROV.STORE1,S00840576
700029,"M.A. TELICOM,-1",S00840592
700029,M.S BAKERY..2,S00840601
700029,M.SHAFI PROV. STORE..2,S00840607
700029,SAMAD PROV. STORE (NR),S00840613
700029,BHAT PROV. STORENR,S00840625
700029,MAGRAY PROV.STORE4,S00840626
700029,MALIK PROV. STORE6,S00840644
700029,BHAT PROV STORE,S00840664
700029,MATOO PROV. STORE..2,S00840676
700029,MIR GEN. STORE4,S00840702
700029,MIR PROV STORE..3,S00840708
700029,MIR PROV. STORE7,S00840712
700029,"MOHAMMAD ASHRAF PROV.STORE,-1",S00840740
700029,MOHD AMIN PROV. STORE,S00840754
700029,MATOO BROTHERS,S00840767
700029,"MUGHLE AZAM,-1",S00840777
700029,"DAR PROV. STORE,",S00835878
700029,"WATTAN PROV. STORE,",S00835879
700029,"LAL DED,",S00835882
700029,"JOLLY ARTS,",S00835883
700029,"MUSHTAQ GEN. STORE,",S00835885
700029,"ROYAL GEN. STORE,",S00835886
700029,"MOHD.ASHRAF,",S00835887
700029,"JAVEED GEN. STORE,",S00835888
700029,"SANA FOODS,",S00835889
700029,"ERINA ,",S00835890
700029,"DIPLAZ GEN. STORE,",S00835891
700029,"BHAT PROV, STORE,",S00835894
700029,"QAYOOM PROV. STORE ,",S00835895
700029,"ZIYARAT PROV. STORE,",S00835898
700029,"CHINAR PROV. STORE,",S00835900
700029,A TO Z STORE,S00835901
700029,"ALLAH RAKHA PROV. STORE,",S00835902
700029,BHATT P/S,S00835909
700029,"MUKHTAR PROV. STORE,-1",S00840778
700029,"MUNEER PROV. STORE,-1",S00840781
700029,AKII PROVISONAL STORE,S00840783
700029,"MUSHTAQ PROV. STORE,-12",S00840796
700029,NASIR PROV. STORE..3,S00840824
700029,"DEAIL PROV. STORE,",S00835912
700029,"KAMAL PROV. STORE,",S00835920
700029,"G.N GEN STORE,",S00835922
700029,"RUBI PROV. STORE,",S00835927
700029,"BANGROO PROV STORE,",S00835929
700029,"SHABNUM STD,",S00835932
700029,"GULMARG PROV.STORE,",S00835933
700029,"GH MOHD PROV.STORE,",S00835934
700029,"M M TRADERS,",S00835935
700029,"A R PROV. STORE,",S00835937
700029,"WATTAN PROV. STORE,",S00835938
700029,"RAJA SOFTY,",S00835941
700029,"H TEE HUTS,",S00835943
700029,"ICE LAND,",S00835945
700029,"LATIEF GEN. STORE,",S00835948
700029,"HAZARI MILK STORE,",S00835950
700029,"DAGGA PROV. STORE,",S00835951
700029,"SHOWKAT PROV. STORE,",S00835952
700029,"SHAH PROV. STORE,",S00835953
700029,"MAIN POINT,",S00835959
700029,"GAGLOO MILK STORE,",S00835966
700029,"JAVID PROV.STORE,",S00835968
700029,"BILAL PROV. STORE,",S00835972
700029,"SOFI PROV. STORE,",S00835973
700029,"WANI PROV. STORE,",S00835974
700029,"SHABIR PROV. STORE,",S00835975
700029,"HAMDARD PROV.STORE,",S00836001
700029,"ICE POINT,",S00836003
700029,"AZAD PROV.STORE,",S00836005
700029,"JAVAID PROV.STORE,",S00836011
700029,"G.N.STORE,",S00836015
700029,"SHAH PROV. STORE,",S00836017
700029,"WELCOME FAST FOOD,",S00836018
700029,"MANTOO GEN. STORE,",S00836019
700029,"THAKOO GEN. STORE,",S00836023
700029,"GUDOO PROV. STORE,",S00836032
700029,"OWAIS PROV. STORE,",S00836044
700029,"MUSHTAQ PROV.STORE,",S00836047
700029,"JAAN PROV.STORE,",S00836048
700029,"HANDOO PROV. STORE,",S00836060
700029,"LITTLE BIT,",S00836063
700029,FAYAZ PROV  STORE,S00836071
700029,BILAL PROV  STORE,S00836072
700029,GOJRI PROV  STORE,S00836073
700029,UMER PROV  STORE,S00836074
700029,PARVAAZ PROV STORE,S00836076
700029,"BILAL PROV. STORE,",S00836094
700029,"SHEIKH PROV. STORE,",S00836095
700029,"AL HABIB  GEN. STORE,",S00836096
700029,"FAROOQ PROV . STORE,",S00836099
700029,"PUPA GEN.STORE,",S00836102
700029,"FRIENDS PROV. STORE,",S00836103
700029,"NEW ICE BEAM,",S00836104
700029,"HANEEF ENTERPRISES,",S00836105
700029,"BHAT PROV. STORE ,",S00836108
700029,"JAVEED PROV. STORE,",S00836113
700029,"BASHIR PROV. STORE,",S00836114
700029,"HEAVEN GEN.  STORE,",S00836117
700029,"ARIF PROV. STORE,",S00836120
700029,"YOUNIS  GEN. STORE,",S00836122
700029,"CHANGA PROV.STORE,",S00836123
700029,MUZAFFAR PROVISION STORE,S00836127
700029,"LAL KHAN,",S00836128
700029,"MADINA GEN. STORE,",S00836130
700029,"GOUSIA  GEN. STORE,",S00836131
700029,"BHAT PROV. STORE,",S00836132
700029,"M.S. ENTERPRISES,",S00836137
700029,"WANI ENT,",S00836144
700029,BILAL PROVISION STORE,S00836145
700029,"GILLA  GEN. STORE,",S00836149
700029,"JAVEED GEN. STORE,",S00836151
700029,"AG MALK,",S00836152
700029,"ZAHOOR  PROV. STORE,",S00836153
700029,"FAROOQ BROTHERS,",S00836156
700029,"JAVEED GEN. STORE,",S00836158
700029,"KHAN ENTERPRISES,",S00836159
700029,"BHAT PROV. STORE,",S00836162
700029,"AMIN PROV. STORE,",S00836163
700029,"SHOWKAT  PROV. STORE,",S00836164
700029,"G.N. DAR PROV. STORE,",S00836165
700029,"H. DAR,",S00836166
700029,"NICE COOL PROV. STORE,",S00836167
700029,"MUDASIR PROV.STORE,",S00836168
700029,"KALLA  PROV. STORE,",S00836169
700029,"WIDE CHOICE,",S00836170
700029,"PANDIT PROV. STORE,",S00836178
700029,CAFE CONE,S00836186
700029,"BEIGH PROV. STORE,",S00836187
700029,"TULLAHA PROV. STORE,",S00836188
700029,"ALI SONS,",S00836189
700029,"LATEEF PROV.STORE,",S00836191
700029,"BASHIR GEN.STORE,",S00836192
700029,"FAYAZ  PROV.  STORE,",S00836193
700029,"VALLAY TOPS,",S00836196
700029,"MEHRAJ P/S,",S00836199
700029,"BILAL AHMAD WAJA,",S00836200
700029,"FAROOQ PROV. STORE,",S00836201
700029,"GULAM JELANI KHAN,",S00836209
700029,"BILAL PROV. STORE,",S00836216
700029,"BASHIR PROV. STORE,",S00836219
700029,"NAZIR PROV. STORE,",S00836221
700029,SOFI PROVISION STORE,S00836229
700029,FIRDOUS PROV. STORE,S00836230
700029,"SUBHAN PROV.STORE,",S00836231
700029,BHAT  PROV. STORE,S00836236
700029,"TANTARY PROV. STORE,",S00836242
700029,"RIYAZ  AND MADINA ,",S00836246
700029,"MUBARAQ PROV .STORE,",S00836248
700029,"FAYAZ PROV. STORE (1),",S00836259
700029,"JAY ESS PROV. STORE,",S00836260
700029,"SURMA PRO STORE,",S00836268
700029,"GULJAR PRO STOREL,",S00836269
700029,WANI PROV. STORE.,S00836270
700029,"WAQAR PROV.STORE,",S00836278
700029,BAKSHI PROV. STORE.,S00836280
700029,BEST BAKERY.,S00836283
700029,KHAN PAN PROV. STORE.,S00836284
700029,MANNAN PROV. STORE.,S00836287
700029,WANI PROV. STORE.,S00836288
700029,IMTAYAZ PROV. STORE.,S00836289
700029,HANDOO GEN. STORE.,S00836290
700029,"WOMENS POLITICAL COLLEGE,",S00836295
700029,MUKHTAR PROV STORE,S00836296
700029,AADIL COSMETICS,S00836301
700029,SHARJA TELECOM.,S00836303
700029,LATEEF PROV. STORE.,S00836304
700029,BASHIR  PROV. STORE.,S00836305
700029,BHAT PROV. STORE (JVC),S00836312
700029,RAFFIQ PROV. STORE,S00836315
700029,FAROOQ PROV STORE,S00836318
700029,"BOLAKI PROV. STORE,",S00836320
700029,"BHAT BROTHERS,",S00836321
700029,GULAM NABI AHANGER.,S00836325
700029,RAH PROV. STORE.,S00836326
700029,I.S. ENTP.,S00836328
700029,D 3 P S,S00836329
700029,METRO PROV. STORE,S00836334
700029,"WANI PROV. STORE,",S00836342
700029,"REHMAN PROV. STORE,",S00836343
700029,"WANI PROV. STORE,",S00836344
700029,M.R.TELICOM.,S00836349
